record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
6478,4fn5fu2x6p7mcg3a,9/5/2025 13:25,9/5/2025 13:30,Qualified,USA,No Changes,4.20,NextON,85.406437159600000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,1.70,7,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,i feel my eyes look brighter and healthier with them,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,2.45
6494,fc4zx3ctud3ew7qa,9/5/2025 13:30,9/5/2025 13:40,Qualified,USA,No Changes,8.77,NextON,32.745417665200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,38,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,3.39,9,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,No,Strongly satisfied,I can wear them while travelling with no issues.,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Strongly agree,Strongly agree,Yes,No,5.33
6496,pdgpkwt18zmmgf09,9/5/2025 13:30,9/5/2025 13:40,Qualified,USA,No Changes,9.13,NextON,49.307620566500000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,43,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.41,9,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,No,Satisfied,They are available easily in stores and online also easy to buy.,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Agree,Strongly agree,Yes,No,6.66
6498,p05xt6dr50jc3mnf,9/5/2025 13:31,9/5/2025 13:39,Qualified,USA,No Changes,7.53,NextON,53.101895558700000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,41,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,4.09,10,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,No,Strongly satisfied,I love how fresh and hydrated my eyes feel throughout the day without irritation or redness,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Agree,Yes,No,3.40
6499,fsvuchz4zntf85z6,9/5/2025 13:31,9/5/2025 13:39,Qualified,USA,No Changes,7.48,NextON,53.415771219600000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,44,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,No,No,No,4.10,11,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Satisfied,"These lenses keep my eyes comfortable all day, even when working long hours on the computer",Agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,3.33
6504,8y92341cng36wp3w,9/5/2025 13:31,9/5/2025 13:39,Qualified,USA,No Changes,7.43,NextON,48.608630537300000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,3.71,10,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,No,Satisfied,"They reduce my eye strain significantly compared to other lenses, especially when using screens for hours",Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,3.69
6505,9q3c57fej5hg30x8,9/5/2025 13:31,9/5/2025 13:39,Qualified,USA,No Changes,7.37,NextON,49.122027326700000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,41,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,No,No,No,3.64,11,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,The lenses are so lightweight and breathable that I often forget I am even wearing them,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,3.68
6506,c06yv89r5f0ejfk4,9/5/2025 13:33,9/5/2025 13:43,Qualified,USA,No Changes,9.57,NextON,51.668014473200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,4.93,5,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,No,Strongly satisfied,"convenient for an active lifestyle, including sports and outdoor activities",Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Agree,Strongly agree,Yes,No,4.58
6508,m986hjpqwgqv9ere,9/5/2025 13:34,9/5/2025 13:43,Qualified,USA,No Changes,8.32,NextON,28.360358330200000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,41,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,3.61,7,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,No,Satisfied,"overall, they make wearing contact lenses stress-free and enjoyable",Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Strongly agree,Strongly agree,Yes,No,4.65
6509,xfjv4b0sp4xzmkdu,9/5/2025 13:35,9/5/2025 13:44,Qualified,USA,No Changes,6.92,NextON,43.493338157700000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,39,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.47,9,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,No,Strongly satisfied,good for sensitive eye no itching or burning sensation,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Strongly agree,Strongly agree,Yes,No,4.40
6510,4qfe6jad53w1v9f0,9/5/2025 13:36,9/5/2025 13:44,Qualified,USA,No Changes,7.50,NextON,44.667546249000000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,45,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,5.39,12,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,No,Satisfied,The lenses stay fresh even after long hours.,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Agree,Strongly agree,Yes,No,2.06
6518,zjqmvk99z1fgr0wa,9/5/2025 13:45,9/5/2025 13:53,Qualified,USA,No Changes,7.10,NextON,50.201007581100000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,41,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,No,No,No,3.57,8,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,No,Satisfied,I can wear them from morning until night without any dryness or discomfort developing at all,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,3.48
6520,gs3cetxfadq5ap4r,9/5/2025 13:45,9/5/2025 13:53,Qualified,USA,No Changes,6.52,NextON,49.969513316400000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,2.94,9,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,No,Strongly satisfied,"They always feel natural and comfortable, making them perfect for my busy and active lifestyle",Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,3.50
6521,x5uq9s6jjbejcbzw,9/5/2025 13:46,9/5/2025 13:53,Qualified,USA,No Changes,6.43,NextON,53.286734462400000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,38,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,2.79,11,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,No,Satisfied,"They provide reliable comfort and clarity every day, regardless of lighting or environmental conditions around me",Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,3.61
6523,t1ymmwb5vhpm188q,9/5/2025 13:46,9/5/2025 13:53,Qualified,USA,No Changes,6.18,NextON,50.451261965800000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,43,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,No,No,No,2.43,11,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,No,Satisfied,The ease of use with daily disposables saves me time and effort every single morning,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,3.71
6524,pkar9s7h7jz4db4c,9/5/2025 13:46,9/5/2025 13:53,Qualified,USA,No Changes,6.13,NextON,48.953022770400000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,No,No,No,2.44,10,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Satisfied,"My eyes no longer get tired or itchy, even after extended wear in air-conditioned environments",Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,3.66
6525,0r3vz9cm5z7x4k7m,9/5/2025 13:47,9/5/2025 13:56,Qualified,USA,No Changes,8.42,NextON,61.503874384400000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,42,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,5.03,7,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Satisfied,"they help reduce eye strain, especially during long work hours",Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Agree,Yes,No,3.34
6526,9b46w2q1gav1erkr,9/5/2025 13:48,9/5/2025 13:56,Qualified,USA,No Changes,7.83,NextON,53.936508859200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,4.43,6,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Strongly satisfied,vision stays sharp in different lighting conditions,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Does not Apply,No,Strongly agree,Agree,Yes,No,3.36
6527,71w160b9jgg3cd61,9/5/2025 13:48,9/5/2025 13:57,Qualified,USA,No Changes,7.13,NextON,66.820882845900000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,37,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,Yes,No,No,No,,No,No,3.85,11,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,Feels very natural in the eyes.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,No,Yes,3.24
6528,fauehg5byfbjgyw4,9/5/2025 13:48,9/5/2025 13:57,Qualified,USA,No Changes,7.17,NextON,73.533761112700000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,38,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,Yes,No,No,No,No,No,No,No,No,,No,No,3.67,13,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Satisfied,This brand Doesn't cause headaches or strain,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,No,Yes,3.44
6530,admdyu7p0qwcgpu1,9/5/2025 13:48,9/5/2025 13:56,Qualified,USA,No Changes,7.13,NextON,46.356425846200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,37,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,3.82,6,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Strongly satisfied,"they don’t fog up like glasses, which is very convenient",Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Does not Apply,Does not Apply,Applies,Applies,No,Neither agree nor disagree,Strongly agree,Yes,No,3.28
6531,ezcb64geqdk984bd,9/5/2025 13:48,9/5/2025 14:01,Qualified,USA,No Changes,11.18,NextON,52.866177967500000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,36,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,4.23,12,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,No,Satisfied,"They are very easy to handle, insert, and remove, even for someone with sensitive eyes",Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,6.91
6532,gucd5zxdgk7mbm44,9/5/2025 13:48,9/5/2025 14:01,Qualified,USA,No Changes,10.58,NextON,31.237310017700000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,Yes,No,No,No,,No,No,3.71,11,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,No,Strongly satisfied,"I appreciate how they maintain consistent moisture, keeping my eyes refreshed and irritation-free all day",Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,No,Yes,6.84
6533,jdxx4d0bq7k05amf,9/5/2025 13:48,9/5/2025 14:01,Qualified,USA,No Changes,8.75,NextON,56.495836935000000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,37,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,4.17,13,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,"I love how natural they feel, almost like I’m not wearing contact lenses at all",Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,4.54
6534,g1r3bt72fjr19sbd,9/5/2025 13:49,9/5/2025 13:58,Qualified,USA,No Changes,8.08,NextON,81.354652574700000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,42,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,3.00,15,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,No,Strongly satisfied,Breathable and lightweight design which is helpful,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,5.00
6535,r80zx0gwmy5q48aq,9/5/2025 13:49,9/5/2025 13:56,Qualified,USA,No Changes,6.33,NextON,71.422760661500000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,3.33,7,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,No,Strongly satisfied,i feel more confident in social and professional settings without glasses,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Agree,Yes,No,2.95
6536,v0cvu3fuxsfqprdg,9/5/2025 13:49,9/5/2025 14:01,Qualified,USA,No Changes,10.62,NextON,55.450091095200000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,41,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,Yes,No,No,No,,No,No,3.73,14,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,"The breathable material ensures my eyes don’t feel tired, even after extended work or travel",Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,No,Yes,6.83
6537,4uxyhctjz8r3w8tp,9/5/2025 13:49,9/5/2025 13:56,Qualified,USA,No Changes,5.80,NextON,35.482252016800000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,41,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.58,8,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,"the lenses are very thin and breathable, which keeps my eyes healthy",Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Strongly agree,Yes,No,3.17
6541,t59n5mg70zkvxe0p,9/5/2025 13:50,9/5/2025 13:59,Qualified,USA,No Changes,7.07,NextON,55.093098614300000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,45,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.15,9,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,No,Satisfied,I like that they are soft and flexible.,Agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Applies,No,Strongly agree,Neither agree nor disagree,Yes,No,4.83
6821,u9fevdc2vut64h4e,9/5/2025 15:29,9/5/2025 15:44,Qualified,USA,No Changes,12.53,Quest,61.702331638500000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,No,No,No,No,,Yes,No,11.04,10,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Strongly satisfied,"The lenses provide consistently clear vision, don’t irritate my eyes, and keep them feeling fresh throughout the entire day.",Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Does not Apply,Does not Apply,Applies,Does not Apply,Applies,No,Strongly agree,Strongly agree,No,Yes,1.44
